GDP,UNEMPLOYMENT
6608.80697772202,9.93881687368602
9991.01614896676,8.95764545424302
15929.004063352,4.32862102132121
3581.89016033881,4.53908073024018
11142.5912256168,3.86811981432036
7822.8548040433,3.93829217168956
7905.0351475861,3.94764709698904
39927.6175863294,8.2080851104635
25107.2744154631,6.94375318019942
8163.51710520999,7.03970427904415
8822.86923223195,6.76516512840317
36569.7338172336,6.82769642894128
1633.16563964279,5.88346218635619
934.613745816671,3.89073957602488
44786.5796621349,5.11390466144194
6385.46162560212,5.09467124429549
5098.525112462,4.92161633235406
1787.91519951321,4.99818675026988
1139.61185397953,4.01605519366775
1359.23373518049,4.3185514795126
9692.65276890505,5.17197095690825
9044.21587884566,8.05464509503351
8546.01902176315,8.10562742524122
8887.51136267301,8.13604172842177
1054.4514989109,3.94344779668272
4971.14867747042,4.91605348589045
833.875876051462,3.56604667603989
2217.09392828766,3.95990504507823
8042.8494647245,9.81774053289957
,11.4829783845861
,11.2787680395122
5485.4691651995,5.07112116623189
61117.0483726436,4.15109957648244
,
40410.4547316493,5.31584255736744
14704.8329329937,9.72476632363278
4224.52989029586,3.59773651253737
45126.4977785641,5.3545643899063
1437.28936962287,5.10992408180378
13213.6130975252,9.29649864018643
1902.8026286069,2.7497315736299
1902.8026286069,2.7497315736299
1585.77214781685,6.09492677094965
1584.43823372274,6.09492677094965
1585.77214781685,6.09492677094965
9205.37873960243,6.04840494401869
11312.4399293599,4.95100166988832
520.896602719135,1.54200005531311
5268.84850355919,13.8979997634888
4114.71506136896,12.1450004577637
11466.6907058505,
42029.7627372989,
3432.38573600893,7.25299978256226
16726.9808079479,
11683.9496216363,9.48299980163574
4212.07094272937,17.7119998931885
,
57373.6866841281,5.38700008392334
51461.9547804677,4.78599977493286
4721.17808673142,5.21999979019165
32217.871590084,11.8500003814697
24050.7575053956,0.962000012397766
1698.26280233547,4.30800008773804
17949.2815054371,9.56799983978271
6289.93855308212,5.70800018310547
47518.6360388914,6.32299995422363
4884.74242133376,9.36800003051758
901.543871206357,2.125
,
3243.23112508014,2.19700002670288
3548.59013979338,3.25799989700317
6065.67270824158,20.8390007019043
8258.64166574691,17.9409999847412
8920.76210462979,12.543999671936
,
31628.3287914349,9.22399997711182
9272.62930360848,5.26100015640259
715.12290404614,6.05900001525879
271.752044376648,1.52799999713898
3635.40684982339,12.2760000228882
1510.3248705764,1.04799997806549
1533.74213975885,3.36100006103516
46232.9896226967,5.92000007629395
,
475.721250544318,6.48299980163574
728.343235359289,2.22900009155273
,7.28800010681152
15923.3587375381,7.22300004959106
9770.84708783314,4.41699981689453
6667.7906995498,9.0930004119873
1415.26362231562,3.71000003814697
561.777182390425,4.15500020980835
2147.76946104594,10.3819999694824
12027.3658826316,8.12800025939941
1715.53133212649,2.48000001907349
14909.6931860854,8.85000038146973
8821.81889125004,2.26399993896484
19567.8924351055,
28159.3016999455,8.10900020599365
23078.5734865691,2.3970000743866
61350.3479093986,4.97499990463257
3082.54309871957,11.1219997406006
7691.34509727878,
8050.63160184635,5.8289999961853
6344.87197850057,3.91000008583069
2549.13225178609,11.4359998703003
4058.25243928118,4.3899998664856
10261.7600116887,9.16199970245361
,6.54300022125244
23266.3462718751,5.50799989700317
4145.97411168691,22.4769992828369
772.313530261357,1.80900001525879
,
6266.96796528074,4.15199995040894
50152.3401411303,7.75500011444092
41463.6440227034,9.18000030517578
,12.0159997940063
7952.52589277651,19.488000869751
716.118488979126,8.90499973297119
4717.14302573577,14.1059999465942
47603.0276328757,3.42499995231628
2202.31216442504,6.71000003814697
,
20324.2535641478,19.2070007324219
,
10640.496760331,
35712.5621350321,5.61199998855591
4549.01008110721,2.72699999809265
878.599613250501,3.60700011253357
777.969921802522,4.05700016021729
4979.00218839886,12.1510000228882
868.34202469407,13.5260000228882
2500.11321286023,4.07600021362305
48675.6164599767,2.77800011634827
16161.9805101918,3.66300010681152
73191.1163154337,2.91799998283386
2009.97885727039,2.55100011825562
3893.59607757239,4.30000019073486
,11.9949998855591
5834.16621076061,7.92799997329712
78806.431996268,5.69099998474121
,
41715.0292840432,3.95000004768372
34483.2039992043,10.2049999237061
5354.2368587703,9.44499969482422
39289.9584346358,2.4449999332428
4241.78878213854,15.0249996185303
9812.60113654067,4.88500022888184
1710.51009699405,9.3129997253418
1625.28610001512,
,3.30299997329712
31362.75147294,3.79500007629395
4302.27648252378,
33994.4065667831,2.07599997520447
1281.36366078545,7.17000007629395
2542.4865281792,0.609000027179718
17860.6171980214,7.85699987411499
8269.78767551923,6.16699981689453
1299.15312598733,23.5960006713867
677.322178545364,2.03299999237061
7241.70448113024,17.2870006561279
,
19153.4089860651,6.00699996948242
116639.88804711,5.46999979019165
87208.535912643,2.02300000190735
527.501285041282,1.65900003910065
389.398033178836,5.42999982833862
11373.2330025676,3.35999989509583
10330.615614094,6.07499980926514
899.659908096615,9.56900024414063
30098.2833099975,4.58300018310547
3788.16359372058,
1188.83458753973,10.3050003051758
11238.6903948961,6.86700010299683
9673.44367360619,3.32200002670288
3568.29082936098,
3227.3121916043,3.41100001335144
185741.279991587,
4121.73243469391,6.32000017166138
8844.23698538056,15.4619998931885
3237.88336815666,9.03999996185303
498.957220208652,3.17199993133545
1325.9529237064,1.56400001049042
5931.45388611617,23.0949993133545
9888.89359652993,
1033.91243082634,1.26400005817413
53024.0592130531,3.88000011444092
,13.6190004348755
41945.3316690932,4.52199983596802
2028.89475539369,4.47900009155273
413.980304962089,0.273000001907349
2028.18197017598,6.02600002288818
6083.71894832148,21.5520000457764
23258.6758552794,
